id,name,screen_name,location,description,url,followers_count,friends_count,created_at,verified
1429360831389650945,Pflegejule,JuleTheres,,"Intensivpflegekraft, angehende Pflegepädagogin, impfe gegen Covid 19.
Schreibe am Liebsten Threads aus der Pflege.
Kein Platz für rechte Hetze und Querdenker.",,11151,290,Sun Aug 22 08:32:41 +0000 2021,False
762758374685564929,Johann van de Bron,Johann_v_d_Bron,NRW,| 🐧🐧🐧 | FFF | 🌍🟢 | Keine Macht für Niemand | ★ | Rheinländer mit Leidenschaft | Angewidert von Parteien mit F | Sie zurück in ihre Löcher... | 🧨 | he/him,,11499,993,Mon Aug 08 21:12:22 +0000 2016,False
1704705090,Korinna Hennig,KorinnaHennig,,Wissenschaftsredakteurin bei @NDRInfo. Hier aber privat....all views are my own.,,14935,365,Tue Aug 27 13:45:33 +0000 2013,False
1181830802344235008,Sebastian Tensing,RNSeba,"Mainz, Germany","RN #Anästhesie | Personalrat | Vorstand #Pflegekammer RLP | radikal sozial mit #verdi | Mitglied: #DGAI, #DIVI, #Armut & #Gesundheit",https://t.co/og7XDuU4oB,2182,2024,Wed Oct 09 07:16:41 +0000 2019,False
1430250221196427267,Dr.Pappa,DerDrPappa,NRW,"Vater, Ehemann, Arzt, #TeamWissenschaft, #TeamGlobukalypse, für Empathie und Evidenz in der Medizin, #Impfluencer, #noafd, #kinderdurchseuchungstoppen",,10881,204,Tue Aug 24 19:26:47 +0000 2021,False
3092569949,Annina Büchi MD MSc,AEBuechi,Switzerland,"IM/EM, Biochemist, Researcher, Feminist. Foodie, Gamer, Dancer, Seamstress, Bookworm, Pagan. Living with Crohn's Disease. @LSHTM Epi Student 🌈",,1424,1429,Mon Mar 16 21:59:48 +0000 2015,False
1393461513550172162,Sevoflurani,sevoflurani,,"Narkosearzt, Impfarzt💉 ,Rettungsassistent, für alles zu Intensiv- Akut- und Notfallmedizin zu begeistern #foam #teamanästhesie l 3x💉l👨🏽‍⚕️🚑🏌️‍♂️🍷🥾🏔",,37,180,Sat May 15 07:01:42 +0000 2021,False
94284757,Alex Ilisch,wolfgangsonFM,"Hamburg, Deutschland","Internist, Stv. Ärztlicher Leiter ZNM Agaplesion Rotenburg/Wümme, früher Rett.-Ass., Vater von 3en. Hobby: Kassenärztlicher Notdienst😜 #Emergencymedicine #FOAM",,2046,1627,Thu Dec 03 08:15:41 +0000 2009,False
1256553040372469760,sofia_sunflower,sofia29030646,,"3x geimpft🌻 Musik, Zeichnen, Kuchen 💚 Ziemlich langweilig, aber nie bösartig
Medizinstudium & PFK",,376,1805,Sat May 02 11:56:18 +0000 2020,False
927996278033829889,Dermatophyt,Dermatophyt,"Koblenz, Deutschland","Dermatologin, Mutter, kocht gerne, liest viel, v.a.Fantasy/SciFi, hört Hardrock, liebt Camping",,2205,926,Tue Nov 07 20:28:48 +0000 2017,False
1316050944417828865,Jojo,zur_not_doc,Norden,"Hier für #FOAM. Mag Blaulicht und große Autos. #OhGottPJ
she/her",,774,398,Tue Oct 13 16:19:44 +0000 2020,False
975082439134629888,Dr. Influenza,DrInfluenza,,"Mom of K1, K2, K3, twittert um ihr Leben, gerne in Threads, im Wahnsinn zwischen Familienchaos und Schichtdienst, des Teufels Gynäkologin (laut @frauhackenpiep)",,19572,729,Sat Mar 17 18:52:24 +0000 2018,False
1182799013676044288,Vanillebär 3x💉,max2theZill,"Bayern, Deutschland","Medizinstudent und Teilzeit-Notfallsanitäter 🚑 Links-Grün versifft. Impfung yay, Globuli nay. Hier wegen #EbM und #FOAMed. #FCKNZS!",https://t.co/cAaGvy5WdB,956,1105,Fri Oct 11 23:24:24 +0000 2019,False
1174317620750950401,Die DGINA,DieDgina,Berlin und Köln,Hier twittert Karen Jerusalem aus der DGINA Geschäftsstelle für die DGINA e.V.,https://t.co/DML05KNmb1,1306,256,Wed Sep 18 13:42:21 +0000 2019,False
1323833668406837250,KinderdocNina🌈,KinderdocNina,,"Niedergelassene Kinderärztin+Mama, Motto:Herz,Verstand&seriöse Wissenschaft, Infektionsschutz=Kinderschutz #GegenKinderdurchseuchung #SichereBildung",,12641,1267,Wed Nov 04 03:45:42 +0000 2020,False
1255228450522226690,off label use,offlabeluse,"Berlin, DE","Schlüsselbänder, Tassen und mehr für Fans von #FOAMed und #Patientsafety. Es twittern @sfj_link /SL und @_pieps /SP.",https://t.co/GoEmhZ0plh,1187,2,Tue Apr 28 20:13:44 +0000 2020,False
1085134365766701057,Hustendoktor 🫁,hustendoktor,Harvard med total landscaping,"Hat mit Abstand die besten follower, allesamt #HustiApprovedTM. Wurde schon mit 27 ,,böser alter Mann“ genannt
#LufuFirst",https://t.co/61yPseUYfb,13252,561,Tue Jan 15 11:19:28 +0000 2019,False
4051579517,Orthopäde,Arthrosezentrum,Ahead of you,"Wer Rechtschreibfehler findet kann sie behalten. Praxis. Nebenberuflich ltd OA. All views, posts and opinions shared are my own.",,10401,343,Tue Oct 27 06:35:47 +0000 2015,False
1309521480837988354,Thorbental aka Thorben Doll,DollThorben,"Hildesheim, Deutschland","Der andere von @Docs_up. Familie, Sport, Notfall- & Intensivmedizin, Anästhesie und Skat. Leider nicht immer in dieser Reihenfolge! #FOAMed addicted",https://t.co/ak8QST5N49,1011,119,Fri Sep 25 15:54:43 +0000 2020,False
1107268454,Dunja Hayali ❤️🇩🇪🇪🇺🧠,dunjahayali,,"journalist. news-anchor. she/her. my page, my mind, my opinion, my view. this account is not related to zdf.",https://t.co/EIhNVcGqgK,527453,659,Sun Jan 20 20:47:10 +0000 2013,True
1301422489063522304,FELIquis (ehmals EM-Felix),MergencyFe,Metropolregion RheinMain,👨🏻‍⚕️  + 🤓 - Perspektive: Klinische Akut- und Notfallmedizin - Hobbies: 🏊‍♂️🚴‍♂️🏃‍♂️- Private Meinung - Fälle anekdotisch - Mitglied @ DGINA - weiteres ⏬,,2816,307,Thu Sep 03 07:31:24 +0000 2020,False
4201110910,Dr. Natalie Grams-Nobmann,NatalieGrams,Berlin | Heidelberg ,"Dies das, Ärztin (Public Health), Autorin, Grams‘ Sprechstunde als Podcast und Kolumne. Neues Buch vorbestellen: https://t.co/7iRBy4bJQ3. Grün. Hier privat.",https://t.co/boLqGA3Q1g,59456,2610,Mon Nov 16 10:19:46 +0000 2015,True
240634718,"Henning Stein, pathologist",fine1102,"Witten, Germany, Europe","Physician, husband, proud father of four, grandfather, activist against sexual abuse. Trying to save the Age of Enlightenment. Henning.stein@t-online.de",,2380,2823,Thu Jan 20 11:19:01 +0000 2011,False
281396928,Kreiskrankenoberpflegeranleiterer,gemuesesuppe78,irgendwo in der Provinz,"GuK, Praxisanleiter, ITS abhängig/tätig...
@PflegeDie 
#dasFOAM
#Globukalypse 
Header by: @Frollein_Cortex
#Werder 
pro Daseinsfürsorge☝️",,8326,2097,Wed Apr 13 06:29:51 +0000 2011,False
3026970505,Dr. Christian Lübbers,drluebbers,Weilheim in Oberbayern,"HNO-Arzt, Homöopathie-Kritiker, Impfarzt | Sprecher Informationsnetzwerk Homöopathie | Team #Globukalypse",https://t.co/JSistQMG5U,68248,1281,Wed Feb 18 18:52:54 +0000 2015,True
114811037,"Frl. Rottenmaier, DESAIC",FrlRottenmaier,,"Ex-GuK, Nicht-mehr-Chirurgin, Jetzt-Anästhesistin, Möchtegern-Intensivistin, leidet täglich unter der Dreifach-Belastung Ärztin-Mutter-Frau",,778,1121,Tue Feb 16 17:46:50 +0000 2010,False
1285965418977472520,SugammaHex,SugammaHex,Germany,"Trinke viel Kaffee, besitze zuviele Hoodies und sage verdächtig oft schnaufen...Mama von 2.
twittere privat, fachliches ist anekdotisch.#Faxfan
Sie/ihr #MrBully",,3215,688,Wed Jul 22 15:51:27 +0000 2020,False
713361892136366082,EmABe,Ente1982A,,Vater und Arzt in AINS besonderes Interesse an Notfall-und Intensivmedizin @docs_up - Fanboy 😊,,956,806,Fri Mar 25 13:48:23 +0000 2016,False
836692733460889601,Tantedoktor,tantedoktor,,Im Auge des Sturms ;-); Viel(e) Intensiv(e) Erfahrung(en); privat & beruflich mit Kindern zu tun; pro #Impfen und #Team @Globukalypse; Team @Twankenhaus; noAFD,,1546,505,Tue Feb 28 21:41:07 +0000 2017,False
389703481,Der SiS,SiSadness,"Erfurt, Germany",Bayer in TH / zynischer Humanist / 💕 @dianira79 / macht Musik (@Pixel_Mixers) / #Globukalypse #GWUP und @PflegeDie / Jeder Mensch ist schön 🏳️‍🌈 / he/him,https://t.co/l1Z4PooRMo,2525,638,Wed Oct 12 21:27:29 +0000 2011,False
743778394358296576,Alena Buyx,alena_buyx,,Professor of Ethics in Medicine and Health Technologies @TU_Muenchen Chair of @ethikrat 💍@joseflentsch here privately trolls get blocked,https://t.co/79mtt6sNcY,29214,426,Fri Jun 17 12:12:42 +0000 2016,False
1474461677605343234,Mohnblüte,Mohn_bluete,NRW,"Hebamme ohne Birkenstocks und Globuli.   
                                        
A redhead is like a four leaf clover:
hard to find and lucky to have 🍀",,37,176,Fri Dec 24 19:27:45 +0000 2021,False
3319513287,TanteLuse,SuseBusch,Oldenburg (Oldenburg),"geburt, schule, ausbildung, Krankenwagen fahren/beifahren, Leistelle und wieder Pflasterlaster fahren/beifahren und ein fitzelchen Feuerwehr",,1474,1324,Thu Jun 11 20:09:55 +0000 2015,False
833611015141081089,Heiner Toenne,HToenne,"Reichshof, Deutschland","SozialDemokrat! Seit der ersten Wahl 1970. Seit ca 30 Jahren, mit grünen Einsprengseln. Antifaschist. BVB Borussia Dortmund. Dreifach geimpft 💉💉💉.  🚦🚦🚦",,818,2721,Mon Feb 20 09:35:28 +0000 2017,False
3208594605,Jörg Mertens🥦🌈,JmxMertens,"München, Bayern","Illusionsberaubt noch lebend! Neige trotz Alter zu Zweitbuch, Antifaschismus, sozialer Gerechtigkeit und Klimaschutz 🥦",,3497,3732,Sun Apr 26 17:38:21 +0000 2015,False
1454013652537954306,Herbstrot_Jana 💉💉+💉 💪🏻,HerbstrotJ,"Trier, Deutschland","Auf liebenswerte Art verrückt, spontan, offen, humorvoll, Vollblutmama 👧🏻, ❤️ Bessere Hälfte von @KtownFighter, Reitsport 🐴, herbstliebend 🍂🍁🍄,",,37,55,Fri Oct 29 09:14:31 +0000 2021,False
1259501867761045507,TrauMADol aka Traumi 🙃🏴‍☠️,traumfresser_,,"🙋‍♀️ Tweeting in 🇩🇪 & 🇬🇧, anaesthesia 🥷/ intensive care/ emergency medicine. All views are my own.",,1893,398,Sun May 10 15:14:04 +0000 2020,False
5876652,Sascha Lobo,saschalobo,,"Autor, Internet. Keine falschen Schlüsse ziehen: Likes benutze ich auch als Bookmarks. Impressum https://t.co/oAEwdUR4U6",https://t.co/6wBnwRm0sB,772397,6764,Tue May 08 21:10:26 +0000 2007,True
372243368,Reiner Kurzmann 👻 3 x geimpft‼️💉,ReinerKurzmann,,,,112,367,Mon Sep 12 12:18:42 +0000 2011,False
2610314930,Lothar H. Wieler,mikrowie,,"Microbiologist, Veterinarian, Expert on zoonotic diseases | President @rki_de | Tweeting in personal capacity",https://t.co/liOuCWPlvw,23574,62,Mon Jul 07 19:20:53 +0000 2014,False
862125749817536513,Der Gazetteur,dergazetteur,,"Selbstmitleid & selbstgemachte Nachrichten.
1. Platz bei einer EM -Tipprunde von irgendwelchen Österreichern, wo ich eine Runde zu spät eingestiegen bin.",,58618,227,Wed May 10 02:02:51 +0000 2017,False
2801733835,Chartinael,chartinael,,Orthographie-/Ausdrucksfehler sind der Autokorrektur bei fehlender Sprachumschaltung geschuldet. #TeamScience,,48,118,Wed Sep 10 12:23:38 +0000 2014,False
1358508470383894538,SierraBravo,Para_Charlie,somewhere near madness,"Always carry a flagon of whiskey in case of snakebite, and furthermore always carry a small snake - W.C. Fields / #fcknzs",,2384,341,Sun Feb 07 20:10:45 +0000 2021,False
340301443,Micah Pollak,MicahPollak,Northwest Indiana,Associate Professor of Economics at Indiana University Northwest. Doing #Indiana #COVID19 data analysis & graphs for far too long. Opinions are my own. He/Him.,https://t.co/2LPmHBlvmw,7985,1198,Fri Jul 22 13:41:42 +0000 2011,False
1374673272168722437,Ines,Ines_docs_up,Niedersachsen,"Der chirurgische Sidekick der Pin-up-docs
 #FOAMed 🦴🔩🔨",https://t.co/HGXqwL2A0C,364,168,Wed Mar 24 10:44:09 +0000 2021,False
1295603884501729280,dieZweiinReflexstreifen,reflexstreifen2,"Bochum, Deutschland","Der Rettungsdienst Podcast und Notfallmedizin Blog. Aktuell, fachlich, und frei von Zeit und Ort hörbar. viel Spaß. #foam #foamed #podcast #blog",https://t.co/CwlZZL0Zxx,517,101,Tue Aug 18 06:10:20 +0000 2020,False
1465296802085842950,Steffen Hebestreit,RegSprecher,,Regierungssprecher / Sprecher der Bundesregierung und Chef des Bundespresseamtes. Tweets seiner Mitarbeiter/innen enden mit dem Kürzel (BPA).,https://t.co/ETujDaiRXa,72355,132,Mon Nov 29 12:30:00 +0000 2021,True
1469264387512979461,Außenministerin Annalena Baerbock,ABaerbock,Berlin,Offizieller Twitter Account von Außenministerin Annalena Baerbock │ Official Twitter Account of Foreign Minister Annalena Baerbock,https://t.co/bR6R0XD5I5,107579,51,Fri Dec 10 11:15:44 +0000 2021,True
970071124687179777,Luise Lehmann,lehmalu,"Berlin, Deutschland",Ärztin. SPD. Berlin. BVV Marzahn-Hellersdorf. #Weltfrieden she/her,,3135,1056,Sat Mar 03 22:59:13 +0000 2018,False
3179990032,happyfeet 🤘,12happyfeet12,,☆VIP...Very individual person☆,,26684,375,Sat Apr 18 16:38:52 +0000 2015,False
413455064,Tobias Schlegl,TobiSchlegl,,"Autor, Moderator & Notfallsanitäter, Roman: #Schockraum, Podcast: #2Retter1Mikro, Crew #SEAEYE4, Ehrenbürger Palermos, Buch: „SEE.NOT.RETTUNG.“ ab 24.2.22",https://t.co/ZEz4aLA8PK,37147,308,Tue Nov 15 22:22:20 +0000 2011,True
38150247,Olaf Scholz,OlafScholz,"Berlin, Deutschland",Hier twittert das Team Olaf Scholz.,https://t.co/pDZ6VOLHnA,367942,1441,Wed May 06 10:08:02 +0000 2009,True
1465717260396466182,Generalmajor Carsten Breuer,LtrKrisenstab,"Berlin, Deutschland",Leiter Corona-Krisenstab Bundeskanzleramt. Hier twittert das Team Carsten Breuer.  #ZusammengegenCorona,,29085,97,Tue Nov 30 16:20:22 +0000 2021,True
948226952292454401,Anne Will 😷💉,annewill,Berlin,"Journalistin, Moderatorin",https://t.co/x2mLYH370U,89699,957,Tue Jan 02 16:18:17 +0000 2018,True
212407067,Deutschlandfunk,DLF,Köln,"Alles von Relevanz. https://t.co/fNLESg6eyN
Kommentarregeln: https://t.co/zURUhiqCPf",https://t.co/FVzW3u24Lv,278114,528,Sat Nov 06 00:21:25 +0000 2010,True
20149239,bpb.de,bpb_de,Bonn,Bundeszentrale für politische Bildung/bpb. Unser Auftrag seit 1952: Demokratie stärken - Zivilgesellschaft fördern. RTs ≠ endorsements,https://t.co/RAMEZwey9F,55908,48,Thu Feb 05 13:52:06 +0000 2009,True
2381074393,Glasmerleperle,Glasmerleperle,Wuppertal,Welcome to the LaLa-Land!,https://t.co/yhHm9Q8qrI,12073,889,Sun Mar 09 21:43:46 +0000 2014,False
1262027723008081920,Cihan Çelik,Celik_Chn,Klinikum Darmstadt,"Dr. med. Cihan Çelik, Facharzt für Innere Medizin und Pneumologie, Oberarzt auf einer Covid-19 Normalstation. Medizin, Wissenschaft, Humanismus.",https://t.co/Uefe5kl4YT,31258,719,Sun May 17 14:30:39 +0000 2020,True
433607851,Florian Aigner,florianaigner,"Wien, Österreich","Physiker, Autor, Wissenschaftserklärer. Kolumnen: Radio Ö1, futurezone/Kurier, Skeptiker (GWUP). Die Schwerkraft ist kein Bauchgefühl. insta:aignerscience",https://t.co/mOiKT43wSF,44473,1253,Sat Dec 10 19:44:11 +0000 2011,False
19767466,SZ Wissen,SZ_Wissen,München,Impressum: http://t.co/iEmEz4YwTP,http://t.co/coi2I5llph,56046,15,Fri Jan 30 13:42:51 +0000 2009,False
24277906,FAZ Feuilleton,FAZ_Feuilleton,Frankfurt am Main,"Aktuelles aus dem FAZ.NET-Feuilleton der Frankfurter Allgemeine Zeitung. 

Impressum: https://t.co/j1vAWrWeEy
Datenschutz: https://t.co/UBMvMgddMZ",http://t.co/xuex1gQmR0,73047,130,Fri Mar 13 23:12:40 +0000 2009,True
2834511,DER SPIEGEL,derspiegel,"Hamburg, Germany","Nachrichten, Analysen, Kommentare, Videos, Podcasts: Mehr als 500 SPIEGEL-Journalistinnen und Journalisten decken auf, setzen Themen und sorgen für Kontext.",https://t.co/laor7Ar5Bt,2873423,344,Thu Mar 29 12:54:46 +0000 2007,True
2527977343,ZDF heute journal,heutejournal,Mainz • Deutschland,"Das aktuelle Nachrichtenmagazin des @ZDF.   Tweets zur Sendung: #heutejournal
| Impressum und Netiquette: https://t.co/OTgjo9AeJl",,576082,299,Tue May 27 17:57:11 +0000 2014,True
24274741,FAZ Politik,FAZ_Politik,Frankfurt am Main,"Aktuelles aus dem Ressort Politik der Frankfurter Allgemeinen Zeitung. 

Impressum: https://t.co/j1vAWrWeEy
Datenschutz: https://t.co/UBMvMgddMZ",http://t.co/hICAoQwpKV,136245,64,Fri Mar 13 22:55:33 +0000 2009,True
1101354170,ZDFheute,ZDFheute,Mainz,"Hier twittert die ZDFheute-Redaktion Nachrichten, Videos & Hintergründe. | Impressum https://t.co/ju8uJ6FSvL | Netiquette https://t.co/F76e6ClOfd",https://t.co/YBeu7wPGs6,823818,322,Fri Jan 18 16:08:31 +0000 2013,True
5715752,ZEIT ONLINE,zeitonline,"Berlin und Hamburg, Germany","Ja, das ist unser offizieller Twitter-Account. Hier bekommen Sie die wichtigsten Geschichten und aktuelle News. || Impressum: https://t.co/HsU5BwJnJk",http://t.co/zzdcZCBgYn,2412625,25,Wed May 02 15:17:01 +0000 2007,True
5734902,tagesschau,tagesschau,Hamburg,Schlagzeilen von https://t.co/sUyyRPnseF - Rückfragen an https://t.co/qvffY6fJge,https://t.co/a6ctO2BwCG,3261383,321,Thu May 03 08:42:42 +0000 2007,True
5974922,Iris Mayer,imayer,"München, Bayern",Nachrichtenchefin bei der @SZ //früher @dpa @AP Burda und Ringier,,3244,2547,Fri May 11 21:47:39 +0000 2007,True
879713840119861249,Ethics in Bricks,EthicsInBricks,Brick Lane,"🏆 Top 3 Online Philosophy Organization (https://t.co/dv51Y2K0g7). 
Also check out @econinbricks.",https://t.co/fnKxhrmj5x,111305,93,Tue Jun 27 14:51:38 +0000 2017,False
14243938,giardino,giardino,,"gone fishing

(er/ihm)",https://t.co/SdPiMpOXjN,1139,551,Fri Mar 28 14:24:55 +0000 2008,False
1130213864489009164,"Stormageddon, Dark Lord of All",Stormageddon666,Westfalen-Lippe,mRNA-Impfhybrid | Facharzt für Anästhesiologie & Notfallmedizin | linksgrünversiffter Hufflepuff | #TeamGlobukalypse | #NoCovid | #LebenRetten,,9047,697,Sun May 19 20:49:18 +0000 2019,False
1276216644428353537,Barbara in FR,Barbara_in_FR,Süddeutschland,"Allgemeinmedizin, Suchtmedizin, Mama, links, sozial wenig kompetent. Dr. med.",,2149,122,Thu Jun 25 18:12:44 +0000 2020,False
1235682273783091205,Dr.C.Werner,DrCWerner,,"#Familydoctor #Generalpractitioner #InternalMedicine @projecthalo #Momoftwo #nocovid , Kolumnistin #MedicalTribune #nutritionalMedicine",https://t.co/CLLIDWq7oZ,21283,669,Thu Mar 05 21:43:16 +0000 2020,False
806053245324034048,Judgement Day,gerechtGericht,AdW,"Ein mittelmäßiger Twitterer, der von sich behauptet, ein Richter zu sein. Master of Applied Twitter-Science and Schabernack. Waffenbruder von @KommtDraufAn2.",https://t.co/At22iUCBJE,29555,622,Tue Dec 06 08:30:44 +0000 2016,False
126682772,"Gas, Wasser, Diso 😴",GasWasserDiso,,"Arzt: Team #hinterdemtuch - Fentanylfritze | mag #foam, #technik, #nerdkram & #fehlerkultur| Papa in Elternzeit  | 🇪🇺",,996,1209,Fri Mar 26 17:15:12 +0000 2010,False
1314186585542361091,Rorndoeschen,rorndoeschen,Nordrhein,"Junge, verzweifelte #Hausärztin. Aktuell nur #HausärzteamLimit, kurz vor #Burnout, auch #impfluencer. Stolze Geboosterte. #muetend.",,957,279,Thu Oct 08 12:51:35 +0000 2020,False
1223976875959234572,đ𝔼𝐑 𝐍ᵃ𝐑Ｋ𝐎丅Įⓢ𝔼𝓊𝐑 ©,DerNarkotiseur,Leipzig,#LebenRetten❣️ Intensivdoktor und Anästhesist 🩺 #ITSlive 🏥 #MenschVorProfit #2fachBooster💉💉💉💉#YesToNoCovid 🦠 #ABSexpert☣️ #GrünVersifft,,8190,389,Sun Feb 02 14:30:40 +0000 2020,False
86711514,RA'in Nina Diercks 🇪🇺,RAinDiercks,Hamburg,"Rechtsanwältin, Inhaberin der @KanzleiDiercks -  IT-| Datenschutz- und Arbeitsrecht - daneben: #MotherOf2 #Politik #TeamWissenschaft #gymnastics #NeverTooOld",https://t.co/dqisKPE7IN,24700,1663,Sun Nov 01 12:20:24 +0000 2009,False
816773387116810240,SuccinylKÜKin macht AtroPIEP,Rettungs_kueken,,"she/her |
Long Covid Fighter |
systemrelevant 🤮🖕 |
links-grünversiffte Queerfeministin und stolz drauf 🏳️‍🌈 |
Die Gang: 🐇🐇🐈🐀🐀🐀🪴🪴🌱🌱👷🏻",,2316,844,Wed Jan 04 22:28:45 +0000 2017,False
16424783,Nadine Roßa,nadrosia,Berlin,"Sketchnotes & All about drawing ✏️❤️
Blog → https://t.co/XbgumZjm3d 
Work → https://t.co/W4Hj7coBjQ
Books → https://t.co/keIKv9jNoS 
IG → https://t.co/smjwMWDeeo",https://t.co/aDW70it9zW,5656,1477,Tue Sep 23 20:17:24 +0000 2008,False
1431305594263281670,ImpfmichU12,impfmichU12,,"Hier entsteht ein Team-Account von Wissenschaftler*innen, Ärzt*innen und Krankenpfleger*innen",,3187,102,Fri Aug 27 17:21:05 +0000 2021,False
2291391491,TishBein,diva4464,durchgehend Zuhause,"Promovierte Juristin mit 2 Kindern, 2 Pferden, 2 Hunden, 2 Hasen & 2 Männern",,2169,1467,Sun Jan 19 10:18:34 +0000 2014,False
1009721106092187649,Krambergskaetzchen,Krambergskatze,Nordrhein-Westfalen,"Night Nurse mit Meerweh ❤️⚓

Please don't stop the music! 🎵

Ein wenig Empathie hat noch niemandem geschadet.

Mein ❤️ schlägt für @Der_Kramberg ! 💋",,1212,860,Thu Jun 21 08:54:06 +0000 2018,False
1391475590516125698,Dr.🦡,doktordachs,,"Nadeln, Schläuche & gute Laune ❤️ - https://t.co/eFFRaVdRMZ",,1882,245,Sun May 09 19:30:40 +0000 2021,False
341667190,mamaschlumpf,zwergenchefin,"Dresden, Sachsen","Pudelliebe, Krankenschwester und ganz doll #fuckcancer seit 2020",,2401,601,Sun Jul 24 19:14:32 +0000 2011,False
965479907764686848,Paolo Calleri,p_calleri,,Vom Leben gezeichnet,https://t.co/VecQhE3lgq,3234,425,Mon Feb 19 06:55:22 +0000 2018,False
541750210,Jörg Kühne 🇪🇺🇩🇪🇶🇦 🇬🇧,jkgas,,"Anaesthetist, Intensivist and Aeromedical Examiner. Interests: Aeromed, ICU Transport and Retrieval, AvMed, HF, Patient Safety",,786,748,Sat Mar 31 15:37:13 +0000 2012,False
2312138514,Mara Solanum,MaraKolumna,Bad Neuenahr,Jeden Tag zwei persönliche Fotos zur #Flutkatastrophe im #Ahrtal #LehrerInnenalltag #Teenageralltag * Kunst * Selbsttherapie,,6199,624,Sun Jan 26 16:49:16 +0000 2014,False
249451090,Critical Care Guys,critcareguys,,"Mike Winters (U of Md), Peter DeBlieux (LSU), Rob Rodriguez (UCSF), and John Greenwood (UPenn). Minds behind the CCPEM Podcast. Love all things EM/CCM. #FOAMed",https://t.co/La3sG9Nz2r,19278,81,Wed Feb 09 02:20:25 +0000 2011,False
826456508,FOAMed for beginners,FOAMstarter,,FOAMed twitter neophyte's List of 30 people to follow who maximize Clinical Pearl:Vacation photo ratio. #FOAMed Managed by @criticalcarenow & @robjbryant13,,3769,30,Sun Sep 16 04:11:33 +0000 2012,False
17537826,Emergency Medicine News,EMNews,"New York, NY",Breaking News from #1 Publication in EM. #FOAMed supporter. Free weekly enews with new original content at https://t.co/eINzxZKa5Z. https://t.co/kYQKC40c73 emn@lww.com,https://t.co/Pvh8dWjMOX,22614,1294,Fri Nov 21 15:13:15 +0000 2008,False
46877713,#hellomynameisGorki,GorkiS,next to the sea,"Anaesthesia, Pain, ICM, 
#FOAMed #FOAMcc #POCUS, RNLI medical advisor and crew member, he/him, married to @Sim_ALS",https://t.co/MDvyN2gdTN,810,2114,Sat Jun 13 12:30:30 +0000 2009,False
1305084754665054210,JohannesKetamin aka Johannes Pott,PottJohannes,"Hannover, Deutschland","#FOAMed - #EMS - NA, ITS, ZNA, Anästhesie - in der Reihenfolge - Meinungen sind meine eigenen - hier nur fachliches - Team @docs_up",https://t.co/VSVhyJv0ZA,1755,241,Sun Sep 13 10:03:55 +0000 2020,False
